char	codepoint	unicode_name	gardiner	prefix	visual_cluster	main_key	main_shape	preferred_state_key	state_cluster	state_key	state_shape	input_code	classification_reason	rebalanced	cluster_distance	aspect	density	components	largest_hole_ratio	vertical_symmetry	horizontal_symmetry	source	status	algorithm
𓅃	U+13143	EGYPTIAN HIEROGLYPH G005	G005	jj	7	r	放射星芒	s	2	i	内含	jjri	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C7→r;族内视觉组S2;组状态首选s;唯一键平衡→i	true	0.564498	1.0521	0.1202	2	0.1531	0.7993	0.8022	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅄	U+13144	EGYPTIAN HIEROGLYPH G006	G006	jj	7	r	放射星芒	s	2	i	内含	jjri	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C7→r;族内视觉组S2;组状态首选s;唯一键平衡→i	true	0.606938	1.0312	0.1373	2	0.1501	0.7936	0.7729	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅅	U+13145	EGYPTIAN HIEROGLYPH G006A	G006a	jj	6	z	阶梯锯齿	s	8	s	对称	jjzs	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C6→z;族内视觉组S8;组状态首选s;采用首选→s	false	0.490035	1.0521	0.1041	2	0.1608	0.8975	0.8286	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅆	U+13146	EGYPTIAN HIEROGLYPH G007	G007	jj	12	k	绳结	s	4	x	穿过交叠	jjkx	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C12→k;族内视觉组S4;组状态首选s;唯一键平衡→x	true	0.495519	0.7812	0.1356	2	0.0826	0.8103	0.7900	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅇	U+13147	EGYPTIAN HIEROGLYPH G007A	G007a	jj	7	r	放射星芒	s	4	o	外包	jjro	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C7→r;族内视觉组S4;组状态首选s;唯一键平衡→o	true	0.694708	1.0632	0.1478	2	0.1225	0.8103	0.7570	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅈	U+13148	EGYPTIAN HIEROGLYPH G007B	G007b	jj	8	m	复合	s	5	c	闭合	jjmc	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C8→m;族内视觉组S5;组状态首选s;唯一键平衡→c	true	0.746081	0.8958	0.1892	2	0.0911	0.8232	0.7064	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅉	U+13149	EGYPTIAN HIEROGLYPH G008	G008	jj	8	m	复合	s	2	x	穿过交叠	jjmx	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C8→m;族内视觉组S2;组状态首选s;唯一键平衡→x	true	0.553661	0.8229	0.1597	2	0.0795	0.7938	0.7492	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅊	U+1314A	EGYPTIAN HIEROGLYPH G009	G009	jj	8	m	复合	s	4	s	对称	jjms	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C8→m;族内视觉组S4;组状态首选s;采用首选→s	false	0.497220	0.8750	0.1225	2	0.1146	0.7961	0.7927	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅋	U+1314B	EGYPTIAN HIEROGLYPH G010	G010	jj	7	r	放射星芒	s	2	i	内含	jjri	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C7→r;族内视觉组S2;组状态首选s;唯一键平衡→i	true	0.679803	1.0521	0.1799	7	0.0420	0.7651	0.7170	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅌	U+1314C	EGYPTIAN HIEROGLYPH G011	G011	jj	6	z	阶梯锯齿	s	4	i	内含	jjzi	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C6→z;族内视觉组S4;组状态首选s;唯一键平衡→i	true	0.258474	1.9804	0.1006	1	0.2285	0.8839	0.8342	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅍	U+1314D	EGYPTIAN HIEROGLYPH G011A	G011a	jj	19	a	角折	s	2	s	对称	jjas	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C19→a;族内视觉组S2;组状态首选s;采用首选→s	false	0.523500	1.0814	0.1118	1	0.1292	0.8802	0.7959	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅎	U+1314E	EGYPTIAN HIEROGLYPH G012	G012	jj	6	z	阶梯锯齿	s	4	i	内含	jjzi	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C6→z;族内视觉组S4;组状态首选s;唯一键平衡→i	true	0.288392	1.8704	0.1260	1	0.2147	0.8445	0.7840	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅏	U+1314F	EGYPTIAN HIEROGLYPH G013	G013	jj	8	m	复合	s	4	s	对称	jjms	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C8→m;族内视觉组S4;组状态首选s;采用首选→s	false	0.507166	1.1477	0.0963	2	0.1402	0.8616	0.8384	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅐	U+13150	EGYPTIAN HIEROGLYPH G014	G014	jj	18	p	螺旋回环	s	0	c	闭合	jjpc	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C18→p;族内视觉组S0;组状态首选s;唯一键平衡→c	true	0.457349	1.0521	0.0964	1	0.2278	0.8296	0.8298	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅑	U+13151	EGYPTIAN HIEROGLYPH G015	G015	jj	18	p	螺旋回环	s	0	c	闭合	jjpc	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C18→p;族内视觉组S0;组状态首选s;唯一键平衡→c	true	0.618729	1.0521	0.1170	1	0.2278	0.7993	0.8073	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅒	U+13152	EGYPTIAN HIEROGLYPH G016	G016	jj	5	g	动物有机体	s	2	e	空心低填充	jjge	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C5→g;族内视觉组S2;组状态首选s;唯一键平衡→e	true	0.358452	1.3021	0.1411	1	0.1172	0.8422	0.7525	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅓	U+13153	EGYPTIAN HIEROGLYPH G017	G017	jj	7	r	放射星芒	s	3	c	闭合	jjrc	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C7→r;族内视觉组S3;组状态首选s;唯一键平衡→c	true	0.460585	1.0000	0.1022	2	0.2058	0.8238	0.8194	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅔	U+13154	EGYPTIAN HIEROGLYPH G018	G018	jj	6	z	阶梯锯齿	s	0	w	宽展	jjzw	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C6→z;族内视觉组S0;组状态首选s;唯一键平衡→w	true	0.461775	1.1771	0.1332	3	0.1667	0.7850	0.7690	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅕	U+13155	EGYPTIAN HIEROGLYPH G019	G019	jj	2	y	分叉翼形	s	1	o	外包	jjyo	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C2→y;族内视觉组S1;组状态首选s;唯一键平衡→o	true	0.698712	1.0521	0.1453	2	0.0816	0.7989	0.7568	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅖	U+13156	EGYPTIAN HIEROGLYPH G020	G020	jj	2	y	分叉翼形	s	1	o	外包	jjyo	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C2→y;族内视觉组S1;组状态首选s;唯一键平衡→o	true	0.646124	1.0521	0.1352	2	0.0821	0.8127	0.7754	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅗	U+13157	EGYPTIAN HIEROGLYPH G020A	G020a	jj	7	r	放射星芒	s	2	i	内含	jjri	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C7→r;族内视觉组S2;组状态首选s;唯一键平衡→i	true	0.643632	1.0000	0.1502	2	0.0807	0.8260	0.7582	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅘	U+13158	EGYPTIAN HIEROGLYPH G021	G021	jj	8	m	复合	s	3	o	外包	jjmo	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C8→m;族内视觉组S3;组状态首选s;唯一键平衡→o	true	0.484380	1.0521	0.0978	1	0.1892	0.8340	0.8201	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅙	U+13159	EGYPTIAN HIEROGLYPH G022	G022	jj	6	z	阶梯锯齿	s	1	x	穿过交叠	jjzx	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C6→z;族内视觉组S1;组状态首选s;唯一键平衡→x	true	0.312122	1.2625	0.0989	1	0.1100	0.8285	0.8215	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅚	U+1315A	EGYPTIAN HIEROGLYPH G023	G023	jj	6	z	阶梯锯齿	s	1	x	穿过交叠	jjzx	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C6→z;族内视觉组S1;组状态首选s;唯一键平衡→x	true	0.318542	1.1348	0.0928	1	0.1075	0.8563	0.8291	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅛	U+1315B	EGYPTIAN HIEROGLYPH G024	G024	jj	6	z	阶梯锯齿	o	5	o	外包	jjzo	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C6→z;族内视觉组S5;组状态首选o;采用首选→o	false	0.374776	1.4429	0.1156	1	0.1918	0.8059	0.7921	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅜	U+1315C	EGYPTIAN HIEROGLYPH G025	G025	jj	6	z	阶梯锯齿	s	0	w	宽展	jjzw	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C6→z;族内视觉组S0;组状态首选s;唯一键平衡→w	true	0.420382	1.1477	0.1053	1	0.0340	0.8135	0.8281	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅝	U+1315D	EGYPTIAN HIEROGLYPH G026	G026	jj	2	y	分叉翼形	s	5	x	穿过交叠	jjyx	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C2→y;族内视觉组S5;组状态首选s;唯一键平衡→x	true	0.485840	0.8854	0.1112	1	0.0522	0.8387	0.8199	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅞	U+1315E	EGYPTIAN HIEROGLYPH G026A	G026a	jj	2	y	分叉翼形	s	1	o	外包	jjyo	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C2→y;族内视觉组S1;组状态首选s;唯一键平衡→o	true	0.428835	1.0521	0.0934	1	0.0770	0.8488	0.8469	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅟	U+1315F	EGYPTIAN HIEROGLYPH G027	G027	jj	17	j	钩弯	s	3	c	闭合	jjjc	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C17→j;族内视觉组S3;组状态首选s;唯一键平衡→c	true	0.340253	1.3836	0.1175	1	0.1344	0.8017	0.8020	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅠	U+13160	EGYPTIAN HIEROGLYPH G028	G028	jj	19	a	角折	s	0	w	宽展	jjaw	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C19→a;族内视觉组S0;组状态首选s;唯一键平衡→w	true	0.255061	1.5781	0.0992	1	0.1145	0.8345	0.8444	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅡	U+13161	EGYPTIAN HIEROGLYPH G029	G029	jj	6	z	阶梯锯齿	s	3	e	空心低填充	jjze	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C6→z;族内视觉组S3;组状态首选s;唯一键平衡→e	true	0.356792	1.0521	0.0946	1	0.0791	0.8304	0.8323	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅢	U+13162	EGYPTIAN HIEROGLYPH G030	G030	jj	6	z	阶梯锯齿	s	1	x	穿过交叠	jjzx	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C6→z;族内视觉组S1;组状态首选s;唯一键平衡→x	true	0.356090	1.3438	0.1499	1	0.0608	0.7495	0.7697	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅣	U+13163	EGYPTIAN HIEROGLYPH G031	G031	jj	2	y	分叉翼形	s	4	e	空心低填充	jjye	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C2→y;族内视觉组S4;组状态首选s;唯一键平衡→e	true	0.415354	1.1111	0.1006	1	0.0513	0.8384	0.8416	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅤	U+13164	EGYPTIAN HIEROGLYPH G032	G032	jj	7	r	放射星芒	s	0	x	穿过交叠	jjrx	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C7→r;族内视觉组S0;组状态首选s;唯一键平衡→x	true	0.664514	1.0521	0.1217	1	0.0370	0.8065	0.7995	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅥	U+13165	EGYPTIAN HIEROGLYPH G033	G033	jj	18	p	螺旋回环	s	1	e	空心低填充	jjpe	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C18→p;族内视觉组S1;组状态首选s;唯一键平衡→e	true	0.408914	1.0860	0.0804	1	0.1021	0.8656	0.8565	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅦	U+13166	EGYPTIAN HIEROGLYPH G034	G034	jj	10	t	三角尖形	s	2	o	外包	jjto	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C10→t;族内视觉组S2;组状态首选s;唯一键平衡→o	true	0.327740	0.8229	0.0849	1	0.0919	0.8592	0.8391	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅧	U+13167	EGYPTIAN HIEROGLYPH G035	G035	jj	6	z	阶梯锯齿	s	0	w	宽展	jjzw	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C6→z;族内视觉组S0;组状态首选s;唯一键平衡→w	true	0.343766	1.2785	0.1093	1	0.0659	0.8092	0.8128	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅨	U+13168	EGYPTIAN HIEROGLYPH G036	G036	jj	6	z	阶梯锯齿	s	0	w	宽展	jjzw	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C6→z;族内视觉组S0;组状态首选s;唯一键平衡→w	true	0.322509	1.4853	0.1184	2	0.1637	0.7950	0.7976	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅩	U+13169	EGYPTIAN HIEROGLYPH G036A	G036a	jj	17	j	钩弯	s	3	c	闭合	jjjc	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C17→j;族内视觉组S3;组状态首选s;唯一键平衡→c	true	0.328979	1.6032	0.1216	2	0.1773	0.8070	0.7897	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅪	U+1316A	EGYPTIAN HIEROGLYPH G037	G037	jj	6	z	阶梯锯齿	s	8	s	对称	jjzs	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C6→z;族内视觉组S8;组状态首选s;采用首选→s	false	0.346982	1.3649	0.1098	2	0.1515	0.8041	0.8124	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅫	U+1316B	EGYPTIAN HIEROGLYPH G037A	G037a	jj	17	j	钩弯	s	4	s	对称	jjjs	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C17→j;族内视觉组S4;组状态首选s;采用首选→s	false	0.323027	1.6032	0.1191	2	0.1616	0.8105	0.7960	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅬	U+1316C	EGYPTIAN HIEROGLYPH G038	G038	jj	6	z	阶梯锯齿	s	7	c	闭合	jjzc	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C6→z;族内视觉组S7;组状态首选s;唯一键平衡→c	true	0.409030	1.0521	0.0962	1	0.1347	0.8354	0.8274	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅭	U+1316D	EGYPTIAN HIEROGLYPH G039	G039	jj	6	z	阶梯锯齿	s	8	s	对称	jjzs	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C6→z;族内视觉组S8;组状态首选s;采用首选→s	false	0.417746	1.0521	0.0899	1	0.1342	0.8480	0.8342	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅮	U+1316E	EGYPTIAN HIEROGLYPH G040	G040	jj	0	x	交叉	s	2	c	闭合	jjxc	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C0→x;族内视觉组S2;组状态首选s;唯一键平衡→c	true	0.702107	1.0521	0.1100	1	0.1444	0.8168	0.8158	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅯	U+1316F	EGYPTIAN HIEROGLYPH G041	G041	jj	13	v	开口V形	i	2	i	内含	jjvi	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C13→v;族内视觉组S2;组状态首选i;采用首选→i	false	0.432684	1.1744	0.0928	1	0.1573	0.8434	0.8287	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅰	U+13170	EGYPTIAN HIEROGLYPH G042	G042	jj	17	j	钩弯	s	3	c	闭合	jjjc	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C17→j;族内视觉组S3;组状态首选s;唯一键平衡→c	true	0.343934	1.4028	0.1108	2	0.1995	0.8053	0.8201	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅱	U+13171	EGYPTIAN HIEROGLYPH G043	G043	jj	18	p	螺旋回环	s	1	e	空心低填充	jjpe	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C18→p;族内视觉组S1;组状态首选s;唯一键平衡→e	true	0.347348	0.7292	0.1001	1	0.1699	0.8324	0.8432	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅲	U+13172	EGYPTIAN HIEROGLYPH G043A	G043a	jj	10	t	三角尖形	s	1	c	闭合	jjtc	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C10→t;族内视觉组S1;组状态首选s;唯一键平衡→c	true	0.372426	0.8854	0.1017	2	0.1406	0.8569	0.8373	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅳	U+13173	EGYPTIAN HIEROGLYPH G044	G044	jj	12	k	绳结	s	0	c	闭合	jjkc	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C12→k;族内视觉组S0;组状态首选s;唯一键平衡→c	true	0.480301	0.9271	0.1324	1	0.1352	0.7961	0.7910	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅴	U+13174	EGYPTIAN HIEROGLYPH G045	G045	jj	2	y	分叉翼形	s	6	i	内含	jjyi	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C2→y;族内视觉组S6;组状态首选s;唯一键平衡→i	true	0.514916	1.0104	0.1192	1	0.0585	0.8572	0.7998	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅵	U+13175	EGYPTIAN HIEROGLYPH G045A	G045a	jj	2	y	分叉翼形	s	6	i	内含	jjyi	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C2→y;族内视觉组S6;组状态首选s;唯一键平衡→i	true	0.568329	1.0208	0.1293	1	0.0571	0.8457	0.7810	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅶	U+13176	EGYPTIAN HIEROGLYPH G046	G046	jj	14	f	人物轮廓	s	0	x	穿过交叠	jjfx	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C14→f;族内视觉组S0;组状态首选s;唯一键平衡→x	true	0.453882	0.8958	0.1286	1	0.1391	0.7829	0.8009	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅷	U+13177	EGYPTIAN HIEROGLYPH G047	G047	jj	18	p	螺旋回环	s	2	s	对称	jjps	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C18→p;族内视觉组S2;组状态首选s;采用首选→s	false	0.516810	1.0860	0.1014	2	0.2145	0.8341	0.8380	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓅸	U+13178	EGYPTIAN HIEROGLYPH G048	G048	jj	11	w	波浪流线	s	0	s	对称	jjws	jj:生命形（人物、人体、动物、鸟、鱼）;视觉聚类C11→w;族内视觉组S0;组状态首选s;采用首选→s	false	0.349514	1.9649	0.2209	1	0.0489	0.7751	0.6883	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
