char	codepoint	unicode_name	gardiner	prefix	visual_cluster	main_key	main_shape	preferred_state_key	state_cluster	state_key	state_shape	input_code	classification_reason	rebalanced	cluster_distance	aspect	density	components	largest_hole_ratio	vertical_symmetry	horizontal_symmetry	source	status	algorithm
𓉌	U+1324C	EGYPTIAN HIEROGLYPH NU020	Nu020	jn	21	b	块面	s	9	x	穿过交叠	jnbx	jn:自然、天地、水和植物;视觉聚类C21→b;族内视觉组S9;组状态首选s;唯一键平衡→x	true	0.327148	0.9884	0.2026	1	0.0402	0.8503	0.7163	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉍	U+1324D	EGYPTIAN HIEROGLYPH NU021	Nu021	jn	7	r	放射星芒	s	0	s	对称	jnrs	jn:自然、天地、水和植物;视觉聚类C7→r;族内视觉组S0;组状态首选s;采用首选→s	false	0.758082	1.0759	0.1882	4	0.0284	0.8853	0.6902	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉎	U+1324E	EGYPTIAN HIEROGLYPH NU022	Nu022	jn	21	b	块面	s	6	b	下重	jnbb	jn:自然、天地、水和植物;视觉聚类C21→b;族内视觉组S6;组状态首选s;唯一键平衡→b	true	0.309234	0.9551	0.1640	2	0.0564	0.9017	0.7211	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉏	U+1324F	EGYPTIAN HIEROGLYPH NU022A	Nu022a	jn	21	b	块面	s	3	s	对称	jnbs	jn:自然、天地、水和植物;视觉聚类C21→b;族内视觉组S3;组状态首选s;采用首选→s	false	0.219917	0.9659	0.1548	2	0.0429	0.9241	0.7396	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉐	U+13250	EGYPTIAN HIEROGLYPH O001	O001	jw	22	s	方框	s	3	s	对称	jwss	jw:器物、建筑和工具;视觉聚类C22→s;族内视觉组S3;组状态首选s;采用首选→s	false	0.709017	1.8085	0.1692	1	0.0000	0.9810	0.9414	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉑	U+13251	EGYPTIAN HIEROGLYPH O001A	O001a	jw	18	p	螺旋回环	s	0	s	对称	jwps	jw:器物、建筑和工具;视觉聚类C18→p;族内视觉组S0;组状态首选s;采用首选→s	false	1.047962	1.0521	0.1079	2	0.0290	0.9975	0.7987	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉒	U+13252	EGYPTIAN HIEROGLYPH O002	O002	jw	18	p	螺旋回环	s	0	s	对称	jwps	jw:器物、建筑和工具;视觉聚类C18→p;族内视觉组S0;组状态首选s;采用首选→s	false	0.906779	1.0521	0.0974	2	0.0152	0.9928	0.8441	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉓	U+13253	EGYPTIAN HIEROGLYPH O003	O003	jw	18	p	螺旋回环	s	2	m	重复多部件	jwpm	jw:器物、建筑和工具;视觉聚类C18→p;族内视觉组S2;组状态首选s;唯一键平衡→m	true	1.088593	1.0625	0.1480	4	0.0673	0.9283	0.8241	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉔	U+13254	EGYPTIAN HIEROGLYPH O004	O004	jw	9	o	圆环	s	3	c	闭合	jwoc	jw:器物、建筑和工具;视觉聚类C9→o;族内视觉组S3;组状态首选s;唯一键平衡→c	true	2.174633	1.0606	0.1931	1	0.0000	0.8978	0.9074	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉕	U+13255	EGYPTIAN HIEROGLYPH O005	O005	jw	9	o	圆环	s	2	x	穿过交叠	jwox	jw:器物、建筑和工具;视觉聚类C9→o;族内视觉组S2;组状态首选s;唯一键平衡→x	true	1.366098	1.2879	0.1626	1	0.0000	0.8602	0.9144	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉖	U+13256	EGYPTIAN HIEROGLYPH O005A	O005a	jw	9	o	圆环	s	2	x	穿过交叠	jwox	jw:器物、建筑和工具;视觉聚类C9→o;族内视觉组S2;组状态首选s;唯一键平衡→x	true	1.360043	1.2879	0.1626	1	0.0000	0.8602	0.9144	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉗	U+13257	EGYPTIAN HIEROGLYPH O006	O006	jw	23	h	枝杈	s	3	n	狭长	jwhn	jw:器物、建筑和工具;视觉聚类C23→h;族内视觉组S3;组状态首选s;唯一键平衡→n	true	0.498130	0.5104	0.2054	1	0.3693	0.9337	0.8946	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉘	U+13258	EGYPTIAN HIEROGLYPH O006A	O006a	jw	10	t	三角尖形	s	2	s	对称	jwts	jw:器物、建筑和工具;视觉聚类C10→t;族内视觉组S2;组状态首选s;采用首选→s	false	0.329610	0.4414	0.1467	1	0.0000	0.8290	0.9864	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉙	U+13259	EGYPTIAN HIEROGLYPH O006B	O006b	jw	10	t	三角尖形	s	2	s	对称	jwts	jw:器物、建筑和工具;视觉聚类C10→t;族内视觉组S2;组状态首选s;采用首选→s	false	0.394343	0.4414	0.1771	1	0.0932	0.7882	0.9257	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉚	U+1325A	EGYPTIAN HIEROGLYPH O006C	O006c	jw	10	t	三角尖形	s	2	s	对称	jwts	jw:器物、建筑和工具;视觉聚类C10→t;族内视觉组S2;组状态首选s;采用首选→s	false	0.372307	0.4414	0.1800	1	0.0932	0.7842	0.9198	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉛	U+1325B	EGYPTIAN HIEROGLYPH O006D	O006d	jw	23	h	枝杈	s	3	n	狭长	jwhn	jw:器物、建筑和工具;视觉聚类C23→h;族内视觉组S3;组状态首选s;唯一键平衡→n	true	0.302248	0.4414	0.1706	1	0.0932	0.8309	0.9037	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉜	U+1325C	EGYPTIAN HIEROGLYPH O006E	O006e	jw	23	h	枝杈	s	3	n	狭长	jwhn	jw:器物、建筑和工具;视觉聚类C23→h;族内视觉组S3;组状态首选s;唯一键平衡→n	true	0.302957	0.4414	0.1675	1	0.0932	0.8353	0.9099	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉝	U+1325D	EGYPTIAN HIEROGLYPH O006F	O006f	jw	23	h	枝杈	s	3	n	狭长	jwhn	jw:器物、建筑和工具;视觉聚类C23→h;族内视觉组S3;组状态首选s;唯一键平衡→n	true	0.284272	0.4414	0.1294	1	0.0000	0.8628	0.9860	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉞	U+1325E	EGYPTIAN HIEROGLYPH O007	O007	jw	23	h	枝杈	s	2	c	闭合	jwhc	jw:器物、建筑和工具;视觉聚类C23→h;族内视觉组S2;组状态首选s;唯一键平衡→c	true	0.507916	0.5104	0.2294	2	0.3276	0.9307	0.8601	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉟	U+1325F	EGYPTIAN HIEROGLYPH O008	O008	jw	23	h	枝杈	s	2	c	闭合	jwhc	jw:器物、建筑和工具;视觉聚类C23→h;族内视觉组S2;组状态首选s;唯一键平衡→c	true	0.777026	1.0521	0.1362	1	0.0896	0.8158	0.8946	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉠	U+13260	EGYPTIAN HIEROGLYPH O009	O009	jw	23	h	枝杈	s	1	s	对称	jwhs	jw:器物、建筑和工具;视觉聚类C23→h;族内视觉组S1;组状态首选s;采用首选→s	false	0.909372	0.9688	0.1531	2	0.1185	0.9668	0.8318	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉡	U+13261	EGYPTIAN HIEROGLYPH O010	O010	jw	9	o	圆环	s	3	c	闭合	jwoc	jw:器物、建筑和工具;视觉聚类C9→o;族内视觉组S3;组状态首选s;唯一键平衡→c	true	1.709391	1.0521	0.2142	3	0.4094	0.8529	0.8179	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉢	U+13262	EGYPTIAN HIEROGLYPH O010A	O010a	jw	9	o	圆环	s	3	c	闭合	jwoc	jw:器物、建筑和工具;视觉聚类C9→o;族内视觉组S3;组状态首选s;唯一键平衡→c	true	1.775650	1.0521	0.1956	2	0.5396	0.9546	0.8521	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉣	U+13263	EGYPTIAN HIEROGLYPH O010B	O010b	jw	9	o	圆环	s	3	c	闭合	jwoc	jw:器物、建筑和工具;视觉聚类C9→o;族内视觉组S3;组状态首选s;唯一键平衡→c	true	1.633708	1.0521	0.2032	2	0.4704	0.8719	0.8247	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉤	U+13264	EGYPTIAN HIEROGLYPH O010C	O010c	jw	8	m	复合	i	0	c	闭合	jwmc	jw:器物、建筑和工具;视觉聚类C8→m;族内视觉组S0;组状态首选i;唯一键平衡→c	true	0.461357	0.8854	0.1547	5	0.2145	0.9032	0.7946	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉥	U+13265	EGYPTIAN HIEROGLYPH O011	O011	jw	10	t	三角尖形	s	3	o	外包	jwto	jw:器物、建筑和工具;视觉聚类C10→t;族内视觉组S3;组状态首选s;唯一键平衡→o	true	0.321124	0.4167	0.1995	1	0.1500	0.9437	0.7937	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉦	U+13266	EGYPTIAN HIEROGLYPH O012	O012	jw	19	a	角折	s	0	s	对称	jwas	jw:器物、建筑和工具;视觉聚类C19→a;族内视觉组S0;组状态首选s;采用首选→s	false	0.683620	1.0521	0.1455	1	0.0569	0.9447	0.8789	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉧	U+13267	EGYPTIAN HIEROGLYPH O013	O013	jw	9	o	圆环	s	2	x	穿过交叠	jwox	jw:器物、建筑和工具;视觉聚类C9→o;族内视觉组S2;组状态首选s;唯一键平衡→x	true	1.284276	1.0521	0.1970	1	0.0000	0.7224	0.7809	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉨	U+13268	EGYPTIAN HIEROGLYPH O014	O014	jw	0	x	交叉	s	1	x	穿过交叠	jwxx	jw:器物、建筑和工具;视觉聚类C0→x;族内视觉组S1;组状态首选s;唯一键平衡→x	true	1.143684	1.0333	0.1324	1	0.0000	0.7935	0.7754	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉩	U+13269	EGYPTIAN HIEROGLYPH O015	O015	jw	9	o	圆环	s	0	s	对称	jwos	jw:器物、建筑和工具;视觉聚类C9→o;族内视觉组S0;组状态首选s;采用首选→s	false	0.785251	1.0521	0.1915	3	0.1049	0.8393	0.8851	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉪	U+1326A	EGYPTIAN HIEROGLYPH O016	O016	jw	22	s	方框	s	1	o	外包	jwso	jw:器物、建筑和工具;视觉聚类C22→s;族内视觉组S1;组状态首选s;唯一键平衡→o	true	0.489052	1.5303	0.1596	1	0.3195	0.9469	0.7828	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉫	U+1326B	EGYPTIAN HIEROGLYPH O017	O017	jw	5	g	动物有机体	s	1	s	对称	jwgs	jw:器物、建筑和工具;视觉聚类C5→g;族内视觉组S1;组状态首选s;采用首选→s	false	0.634695	1.4394	0.1780	1	0.0909	0.9158	0.7569	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉬	U+1326C	EGYPTIAN HIEROGLYPH O018	O018	jw	8	m	复合	i	1	i	内含	jwmi	jw:器物、建筑和工具;视觉聚类C8→m;族内视觉组S1;组状态首选i;采用首选→i	false	0.585696	1.0208	0.1163	1	0.3333	0.9524	0.8495	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉭	U+1326D	EGYPTIAN HIEROGLYPH O019	O019	jw	8	m	复合	i	1	i	内含	jwmi	jw:器物、建筑和工具;视觉聚类C8→m;族内视觉组S1;组状态首选i;采用首选→i	false	0.735153	1.0521	0.1554	1	0.2683	0.8005	0.8236	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉮	U+1326E	EGYPTIAN HIEROGLYPH O019A	O019a	jw	8	m	复合	i	1	i	内含	jwmi	jw:器物、建筑和工具;视觉聚类C8→m;族内视觉组S1;组状态首选i;采用首选→i	false	0.548218	1.0104	0.1169	1	0.1777	0.8520	0.8692	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉯	U+1326F	EGYPTIAN HIEROGLYPH O020	O020	jw	20	e	椭圆	s	0	o	外包	jweo	jw:器物、建筑和工具;视觉聚类C20→e;族内视觉组S0;组状态首选s;唯一键平衡→o	true	0.445669	0.7292	0.1716	1	0.1082	0.9932	0.8330	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉰	U+13270	EGYPTIAN HIEROGLYPH O020A	O020a	jw	20	e	椭圆	s	1	s	对称	jwes	jw:器物、建筑和工具;视觉聚类C20→e;族内视觉组S1;组状态首选s;采用首选→s	false	0.473593	0.5729	0.2121	1	0.1364	0.9727	0.8098	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉱	U+13271	EGYPTIAN HIEROGLYPH O021	O021	jw	14	f	人物轮廓	s	0	o	外包	jwfo	jw:器物、建筑和工具;视觉聚类C14→f;族内视觉组S0;组状态首选s;唯一键平衡→o	true	0.408956	0.7292	0.1626	1	0.2411	0.9759	0.8426	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉲	U+13272	EGYPTIAN HIEROGLYPH O022	O022	jw	9	o	圆环	s	2	x	穿过交叠	jwox	jw:器物、建筑和工具;视觉聚类C9→o;族内视觉组S2;组状态首选s;唯一键平衡→x	true	0.534641	1.0521	0.1325	1	0.0901	0.9897	0.8649	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉳	U+13273	EGYPTIAN HIEROGLYPH O023	O023	jw	8	m	复合	i	1	i	内含	jwmi	jw:器物、建筑和工具;视觉聚类C8→m;族内视觉组S1;组状态首选i;采用首选→i	false	0.763713	1.0521	0.1393	1	0.1946	0.9961	0.8670	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉴	U+13274	EGYPTIAN HIEROGLYPH O024	O024	jw	10	t	三角尖形	s	3	o	外包	jwto	jw:器物、建筑和工具;视觉聚类C10→t;族内视觉组S3;组状态首选s;唯一键平衡→o	true	0.275471	0.6562	0.0992	1	0.2302	0.9726	0.8201	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉵	U+13275	EGYPTIAN HIEROGLYPH O024A	O024a	jw	8	m	复合	s	2	s	对称	jwms	jw:器物、建筑和工具;视觉聚类C8→m;族内视觉组S2;组状态首选s;采用首选→s	false	0.506210	0.9884	0.1012	1	0.3402	0.9598	0.8298	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉶	U+13276	EGYPTIAN HIEROGLYPH O025	O025	jw	16	d	点状	s	3	v	纵向	jwdv	jw:器物、建筑和工具;视觉聚类C16→d;族内视觉组S3;组状态首选s;唯一键平衡→v	true	0.149176	0.4167	0.1453	1	0.2500	0.9625	0.8854	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉷	U+13277	EGYPTIAN HIEROGLYPH O025A	O025a	jw	8	m	复合	i	0	c	闭合	jwmc	jw:器物、建筑和工具;视觉聚类C8→m;族内视觉组S0;组状态首选i;唯一键平衡→c	true	0.411855	0.8854	0.0982	1	0.1859	0.9532	0.8238	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉸	U+13278	EGYPTIAN HIEROGLYPH O026	O026	jw	20	e	椭圆	s	1	s	对称	jwes	jw:器物、建筑和工具;视觉聚类C20→e;族内视觉组S1;组状态首选s;采用首选→s	false	0.279969	0.6562	0.1181	1	0.4595	0.9921	0.9087	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉹	U+13279	EGYPTIAN HIEROGLYPH O027	O027	jw	0	x	交叉	s	0	s	对称	jwxs	jw:器物、建筑和工具;视觉聚类C0→x;族内视觉组S0;组状态首选s;采用首选→s	false	0.860882	1.1477	0.1883	1	0.1899	0.9849	0.8582	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉺	U+1327A	EGYPTIAN HIEROGLYPH O028	O028	jw	16	d	点状	s	4	o	外包	jwdo	jw:器物、建筑和工具;视觉聚类C16→d;族内视觉组S4;组状态首选s;唯一键平衡→o	true	0.169362	0.3438	0.1657	1	0.1837	0.9564	0.8516	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉻	U+1327B	EGYPTIAN HIEROGLYPH O029	O029	jw	1	l	线条	h	1	h	横向	jwlh	jw:器物、建筑和工具;视觉聚类C1→l;族内视觉组S1;组状态首选h;采用首选→h	false	0.148134	3.8846	0.1607	1	0.1660	0.7449	0.9619	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉼	U+1327C	EGYPTIAN HIEROGLYPH O029A	O029a	jw	24	c	曲弧	n	0	n	狭长	jwcn	jw:器物、建筑和工具;视觉聚类C24→c;族内视觉组S0;组状态首选n;采用首选→n	false	0.124648	0.3125	0.1462	1	0.1503	0.9229	0.7688	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉽	U+1327D	EGYPTIAN HIEROGLYPH O030	O030	jw	3	i	细柱	s	1	e	空心低填充	jwie	jw:器物、建筑和工具;视觉聚类C3→i;族内视觉组S1;组状态首选s;唯一键平衡→e	true	0.126463	0.4167	0.1081	1	0.0000	0.9943	0.9151	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉾	U+1327E	EGYPTIAN HIEROGLYPH O030A	O030a	jw	0	x	交叉	s	1	x	穿过交叠	jwxx	jw:器物、建筑和工具;视觉聚类C0→x;族内视觉组S1;组状态首选s;唯一键平衡→x	true	0.546244	1.3542	0.1212	4	0.0000	0.9689	0.8984	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓉿	U+1327F	EGYPTIAN HIEROGLYPH O031	O031	jw	4	n	成列成排	i	2	i	内含	jwni	jw:器物、建筑和工具;视觉聚类C4→n;族内视觉组S2;组状态首选i;采用首选→i	false	0.163416	3.2581	0.1600	1	0.3667	0.9642	0.8646	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓊀	U+13280	EGYPTIAN HIEROGLYPH O032	O032	jw	20	e	椭圆	s	1	s	对称	jwes	jw:器物、建筑和工具;视觉聚类C20→e;族内视觉组S1;组状态首选s;采用首选→s	false	0.371326	0.7292	0.1638	1	0.1869	0.9997	0.8420	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓊁	U+13281	EGYPTIAN HIEROGLYPH O033	O033	jw	7	r	放射星芒	s	0	s	对称	jwrs	jw:器物、建筑和工具;视觉聚类C7→r;族内视觉组S0;组状态首选s;采用首选→s	false	1.779600	0.8854	0.2750	1	0.0806	0.9341	0.7632	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓊂	U+13282	EGYPTIAN HIEROGLYPH O033A	O033a	jw	25	q	其他	s	0	s	对称	jwqs	jw:器物、建筑和工具;视觉聚类C25→q;族内视觉组S0;组状态首选s;采用首选→s	false	0.000000	1.1222	0.2936	1	0.0733	0.7454	0.9989	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓊃	U+13283	EGYPTIAN HIEROGLYPH O034	O034	jw	19	a	角折	s	0	s	对称	jwas	jw:器物、建筑和工具;视觉聚类C19→a;族内视觉组S0;组状态首选s;采用首选→s	false	0.163699	4.5909	0.1607	1	0.0000	1.0000	0.7543	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓊄	U+13284	EGYPTIAN HIEROGLYPH O035	O035	jw	22	s	方框	s	2	c	闭合	jwsc	jw:器物、建筑和工具;视觉聚类C22→s;族内视觉组S2;组状态首选s;唯一键平衡→c	true	0.687482	1.8364	0.1550	1	0.0000	0.9150	0.7735	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓊅	U+13285	EGYPTIAN HIEROGLYPH O036	O036	jw	14	f	人物轮廓	s	1	s	对称	jwfs	jw:器物、建筑和工具;视觉聚类C14→f;族内视觉组S1;组状态首选s;采用首选→s	false	0.910073	0.6354	0.2425	1	0.3467	1.0000	0.9891	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓊆	U+13286	EGYPTIAN HIEROGLYPH O036A	O036a	jw	10	t	三角尖形	s	1	e	空心低填充	jwte	jw:器物、建筑和工具;视觉聚类C10→t;族内视觉组S1;组状态首选s;唯一键平衡→e	true	0.487237	0.6000	0.1280	1	0.0000	0.7731	0.9824	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓊇	U+13287	EGYPTIAN HIEROGLYPH O036B	O036b	jw	14	f	人物轮廓	s	1	s	对称	jwfs	jw:器物、建筑和工具;视觉聚类C14→f;族内视觉组S1;组状态首选s;采用首选→s	false	0.483104	0.6000	0.1282	1	0.0000	0.7722	0.9838	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓊈	U+13288	EGYPTIAN HIEROGLYPH O036C	O036c	jw	10	t	三角尖形	s	2	s	对称	jwts	jw:器物、建筑和工具;视觉聚类C10→t;族内视觉组S2;组状态首选s;采用首选→s	false	0.519418	0.4750	0.1959	1	0.0000	0.7529	0.9895	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓊉	U+13289	EGYPTIAN HIEROGLYPH O036D	O036d	jw	23	h	枝杈	s	2	c	闭合	jwhc	jw:器物、建筑和工具;视觉聚类C23→h;族内视觉组S2;组状态首选s;唯一键平衡→c	true	0.487618	0.4750	0.2007	1	0.0000	0.7421	0.9898	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓊊	U+1328A	EGYPTIAN HIEROGLYPH O037	O037	jw	7	r	放射星芒	s	0	s	对称	jwrs	jw:器物、建筑和工具;视觉聚类C7→r;族内视觉组S0;组状态首选s;采用首选→s	false	1.001714	1.2169	0.1254	1	0.1812	0.7858	0.7860	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓊋	U+1328B	EGYPTIAN HIEROGLYPH O038	O038	jw	9	o	圆环	s	3	c	闭合	jwoc	jw:器物、建筑和工具;视觉聚类C9→o;族内视觉组S3;组状态首选s;唯一键平衡→c	true	1.615853	1.0678	0.1262	1	0.1598	0.8752	0.8709	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓊌	U+1328C	EGYPTIAN HIEROGLYPH O039	O039	jw	22	s	方框	s	3	s	对称	jwss	jw:器物、建筑和工具;视觉聚类C22→s;族内视觉组S3;组状态首选s;采用首选→s	false	0.639919	2.0323	0.1715	1	0.4004	0.9816	0.9508	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓊍	U+1328D	EGYPTIAN HIEROGLYPH O040	O040	jw	13	v	开口V形	s	1	o	外包	jwvo	jw:器物、建筑和工具;视觉聚类C13→v;族内视觉组S1;组状态首选s;唯一键平衡→o	true	0.971877	1.2157	0.1094	1	0.3219	0.8811	0.8608	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
