char	codepoint	unicode_name	category	block	prefix	visual_cluster	main_key	main_shape	preferred_state_key	state_cluster	state_key	state_shape	input_code	classification_reason	rebalanced	cluster_distance	aspect	density	source	status	algorithm
𒊚	U+1229A	CUNEIFORM SIGN SAG TIMES KAK	Lo	cuneiform	mn	11	w	波浪流线	s	1	s	对称	mnws	cuneiform视觉聚类C11;状态组S1	false	0.033327	1.7246	0.2494	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊛	U+1229B	CUNEIFORM SIGN SAG TIMES KUR	Lo	cuneiform	mn	22	s	方框	s	2	w	宽展	mnsw	cuneiform视觉聚类C22;状态组S2	true	0.205117	1.7246	0.2358	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊜	U+1229C	CUNEIFORM SIGN SAG TIMES LUM	Lo	cuneiform	mn	22	s	方框	s	2	w	宽展	mnsw	cuneiform视觉聚类C22;状态组S2	true	0.207888	1.7536	0.2615	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊝	U+1229D	CUNEIFORM SIGN SAG TIMES MI	Lo	cuneiform	mn	20	e	椭圆	s	0	x	穿过交叠	mnex	cuneiform视觉聚类C20;状态组S0	true	0.446340	1.7681	0.2840	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊞	U+1229E	CUNEIFORM SIGN SAG TIMES NUN	Lo	cuneiform	mn	11	w	波浪流线	s	1	s	对称	mnws	cuneiform视觉聚类C11;状态组S1	false	0.036510	1.7246	0.2575	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊟	U+1229F	CUNEIFORM SIGN SAG TIMES SAL	Lo	cuneiform	mn	11	w	波浪流线	s	1	s	对称	mnws	cuneiform视觉聚类C11;状态组S1	false	0.038945	1.7246	0.2572	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊠	U+122A0	CUNEIFORM SIGN SAG TIMES SHID	Lo	cuneiform	mn	22	s	方框	s	0	o	外包	mnso	cuneiform视觉聚类C22;状态组S0	true	0.229989	1.7246	0.2807	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊡	U+122A1	CUNEIFORM SIGN SAG TIMES TAB	Lo	cuneiform	mn	22	s	方框	s	0	o	外包	mnso	cuneiform视觉聚类C22;状态组S0	true	0.204851	1.7246	0.2469	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊢	U+122A2	CUNEIFORM SIGN SAG TIMES U2	Lo	cuneiform	mn	21	b	块面	s	0	w	宽展	mnbw	cuneiform视觉聚类C21;状态组S0	true	0.392306	1.7246	0.2796	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊣	U+122A3	CUNEIFORM SIGN SAG TIMES UB	Lo	cuneiform	mn	11	w	波浪流线	s	0	w	宽展	mnww	cuneiform视觉聚类C11;状态组S0	true	0.076537	1.7246	0.2693	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊤	U+122A4	CUNEIFORM SIGN SAG TIMES UM	Lo	cuneiform	mn	11	w	波浪流线	s	2	o	外包	mnwo	cuneiform视觉聚类C11;状态组S2	true	0.045476	1.7246	0.2751	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊥	U+122A5	CUNEIFORM SIGN SAG TIMES UR	Lo	cuneiform	mn	11	w	波浪流线	s	0	w	宽展	mnww	cuneiform视觉聚类C11;状态组S0	true	0.060518	1.7246	0.2670	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊦	U+122A6	CUNEIFORM SIGN SAG TIMES USH	Lo	cuneiform	mn	11	w	波浪流线	s	0	w	宽展	mnww	cuneiform视觉聚类C11;状态组S0	true	0.049937	1.7246	0.2679	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊧	U+122A7	CUNEIFORM SIGN SAG OVER SAG	Lo	cuneiform	mn	7	r	放射星芒	s	0	s	对称	mnrs	cuneiform视觉聚类C7;状态组S0	false	0.795961	0.9890	0.2194	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊨	U+122A8	CUNEIFORM SIGN SAG GUNU	Lo	cuneiform	mn	22	s	方框	s	2	w	宽展	mnsw	cuneiform视觉聚类C22;状态组S2	true	0.262513	1.7246	0.2405	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊩	U+122A9	CUNEIFORM SIGN SAL	Lo	cuneiform	mn	10	t	三角尖形	s	2	x	穿过交叠	mntx	cuneiform视觉聚类C10;状态组S2	true	0.472804	0.7632	0.1799	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊪	U+122AA	CUNEIFORM SIGN SAL LAGAB TIMES ASH2	Lo	cuneiform	mn	24	c	曲弧	s	1	o	外包	mnco	cuneiform视觉聚类C24;状态组S1	true	0.389695	1.5000	0.2753	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊫	U+122AB	CUNEIFORM SIGN SANGA2	Lo	cuneiform	mn	24	c	曲弧	s	0	s	对称	mncs	cuneiform视觉聚类C24;状态组S0	false	0.298397	1.9577	0.3093	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊬	U+122AC	CUNEIFORM SIGN SAR	Lo	cuneiform	mn	24	c	曲弧	s	1	o	外包	mnco	cuneiform视觉聚类C24;状态组S1	true	0.345283	1.6286	0.2487	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊭	U+122AD	CUNEIFORM SIGN SHA	Lo	cuneiform	mn	21	b	块面	s	2	s	对称	mnbs	cuneiform视觉聚类C21;状态组S2	false	0.298415	1.4638	0.2342	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊮	U+122AE	CUNEIFORM SIGN SHA3	Lo	cuneiform	mn	9	o	圆环	s	2	s	对称	mnos	cuneiform视觉聚类C9;状态组S2	false	0.033501	1.1882	0.1542	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊯	U+122AF	CUNEIFORM SIGN SHA3 TIMES A	Lo	cuneiform	mn	9	o	圆环	s	0	o	外包	mnoo	cuneiform视觉聚类C9;状态组S0	true	0.117558	1.1882	0.1760	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊰	U+122B0	CUNEIFORM SIGN SHA3 TIMES BAD	Lo	cuneiform	mn	9	o	圆环	s	2	s	对称	mnos	cuneiform视觉聚类C9;状态组S2	false	0.054880	1.1882	0.1710	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊱	U+122B1	CUNEIFORM SIGN SHA3 TIMES GISH	Lo	cuneiform	mn	9	o	圆环	s	2	s	对称	mnos	cuneiform视觉聚类C9;状态组S2	false	0.059596	1.1882	0.1731	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊲	U+122B2	CUNEIFORM SIGN SHA3 TIMES NE	Lo	cuneiform	mn	9	o	圆环	s	2	s	对称	mnos	cuneiform视觉聚类C9;状态组S2	false	0.098384	1.1882	0.1916	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊳	U+122B3	CUNEIFORM SIGN SHA3 TIMES SHU2	Lo	cuneiform	mn	9	o	圆环	s	0	o	外包	mnoo	cuneiform视觉聚类C9;状态组S0	true	0.057146	1.1882	0.1682	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊴	U+122B4	CUNEIFORM SIGN SHA3 TIMES TUR	Lo	cuneiform	mn	9	o	圆环	s	0	o	外包	mnoo	cuneiform视觉聚类C9;状态组S0	true	0.081232	1.1882	0.1885	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊵	U+122B5	CUNEIFORM SIGN SHA3 TIMES U	Lo	cuneiform	mn	9	o	圆环	s	0	o	外包	mnoo	cuneiform视觉聚类C9;状态组S0	true	0.059843	1.1882	0.1691	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊶	U+122B6	CUNEIFORM SIGN SHA3 TIMES U PLUS A	Lo	cuneiform	mn	9	o	圆环	s	0	o	外包	mnoo	cuneiform视觉聚类C9;状态组S0	true	0.102829	1.1882	0.1893	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊷	U+122B7	CUNEIFORM SIGN SHA6	Lo	cuneiform	mn	25	q	其他	s	2	w	宽展	mnqw	cuneiform视觉聚类C25;状态组S2	true	0.338078	2.0500	0.2998	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊸	U+122B8	CUNEIFORM SIGN SHAB6	Lo	cuneiform	mn	2	y	分叉翼形	s	1	w	宽展	mnyw	cuneiform视觉聚类C2;状态组S1	true	0.219098	2.2031	0.1844	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊹	U+122B9	CUNEIFORM SIGN SHAR2	Lo	cuneiform	mn	0	x	交叉	s	0	s	对称	mnxs	cuneiform视觉聚类C0;状态组S0	false	1.640121	1.0625	0.3856	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊺	U+122BA	CUNEIFORM SIGN SHE	Lo	cuneiform	mn	18	p	螺旋回环	s	2	o	外包	mnpo	cuneiform视觉聚类C18;状态组S2	true	1.235601	1.1774	0.2503	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊻	U+122BB	CUNEIFORM SIGN SHE HU	Lo	cuneiform	mn	6	z	阶梯锯齿	s	2	h	横向	mnzh	cuneiform视觉聚类C6;状态组S2	true	0.276574	1.9324	0.2417	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊼	U+122BC	CUNEIFORM SIGN SHE OVER SHE GAD OVER GAD GAR OVER GAR	Lo	cuneiform	mn	18	p	螺旋回环	s	2	o	外包	mnpo	cuneiform视觉聚类C18;状态组S2	true	0.540482	1.4066	0.2700	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊽	U+122BD	CUNEIFORM SIGN SHE OVER SHE TAB OVER TAB GAR OVER GAR	Lo	cuneiform	mn	24	c	曲弧	s	0	s	对称	mncs	cuneiform视觉聚类C24;状态组S0	false	0.308890	1.8022	0.2954	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊾	U+122BE	CUNEIFORM SIGN SHEG9	Lo	cuneiform	mn	14	f	人物轮廓	s	0	s	对称	mnfs	cuneiform视觉聚类C14;状态组S0	false	0.412322	1.7188	0.2369	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒊿	U+122BF	CUNEIFORM SIGN SHEN	Lo	cuneiform	mn	12	k	绳结	s	0	o	外包	mnko	cuneiform视觉聚类C12;状态组S0	true	0.433173	1.6757	0.3010	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋀	U+122C0	CUNEIFORM SIGN SHESH	Lo	cuneiform	mn	6	z	阶梯锯齿	s	1	o	外包	mnzo	cuneiform视觉聚类C6;状态组S1	true	0.382337	1.5897	0.1683	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋁	U+122C1	CUNEIFORM SIGN SHESH2	Lo	cuneiform	mn	24	c	曲弧	s	1	o	外包	mnco	cuneiform视觉聚类C24;状态组S1	true	0.407078	1.7600	0.3216	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋂	U+122C2	CUNEIFORM SIGN SHESHLAM	Lo	cuneiform	mn	7	r	放射星芒	s	1	x	穿过交叠	mnrx	cuneiform视觉聚类C7;状态组S1	true	1.342691	1.1714	0.2197	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋃	U+122C3	CUNEIFORM SIGN SHID	Lo	cuneiform	mn	0	x	交叉	s	2	o	外包	mnxo	cuneiform视觉聚类C0;状态组S2	true	0.493571	1.2791	0.2581	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋄	U+122C4	CUNEIFORM SIGN SHID TIMES A	Lo	cuneiform	mn	0	x	交叉	s	2	o	外包	mnxo	cuneiform视觉聚类C0;状态组S2	true	0.507613	1.2791	0.2925	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋅	U+122C5	CUNEIFORM SIGN SHID TIMES IM	Lo	cuneiform	mn	0	x	交叉	s	2	o	外包	mnxo	cuneiform视觉聚类C0;状态组S2	true	0.462362	1.2907	0.2823	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋆	U+122C6	CUNEIFORM SIGN SHIM	Lo	cuneiform	mn	23	h	枝杈	s	1	s	对称	mnhs	cuneiform视觉聚类C23;状态组S1	false	0.038521	2.0471	0.2260	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋇	U+122C7	CUNEIFORM SIGN SHIM TIMES A	Lo	cuneiform	mn	23	h	枝杈	s	1	s	对称	mnhs	cuneiform视觉聚类C23;状态组S1	false	0.032472	2.0471	0.2437	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋈	U+122C8	CUNEIFORM SIGN SHIM TIMES BAL	Lo	cuneiform	mn	23	h	枝杈	s	1	s	对称	mnhs	cuneiform视觉聚类C23;状态组S1	false	0.040107	2.0471	0.2602	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋉	U+122C9	CUNEIFORM SIGN SHIM TIMES BULUG	Lo	cuneiform	mn	16	d	点状	s	1	w	宽展	mndw	cuneiform视觉聚类C16;状态组S1	true	0.219337	2.0471	0.2593	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋊	U+122CA	CUNEIFORM SIGN SHIM TIMES DIN	Lo	cuneiform	mn	23	h	枝杈	s	0	h	横向	mnhh	cuneiform视觉聚类C23;状态组S0	true	0.128196	1.8316	0.2284	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋋	U+122CB	CUNEIFORM SIGN SHIM TIMES GAR	Lo	cuneiform	mn	23	h	枝杈	s	2	w	宽展	mnhw	cuneiform视觉聚类C23;状态组S2	true	0.033341	2.0471	0.2501	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋌	U+122CC	CUNEIFORM SIGN SHIM TIMES IGI	Lo	cuneiform	mn	23	h	枝杈	s	2	w	宽展	mnhw	cuneiform视觉聚类C23;状态组S2	true	0.033340	2.0471	0.2467	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋍	U+122CD	CUNEIFORM SIGN SHIM TIMES IGI GUNU	Lo	cuneiform	mn	16	d	点状	s	1	w	宽展	mndw	cuneiform视觉聚类C16;状态组S1	true	0.207824	2.0471	0.2594	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋎	U+122CE	CUNEIFORM SIGN SHIM TIMES KUSHU2	Lo	cuneiform	mn	23	h	枝杈	s	2	w	宽展	mnhw	cuneiform视觉聚类C23;状态组S2	true	0.043886	2.0233	0.2619	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋏	U+122CF	CUNEIFORM SIGN SHIM TIMES LUL	Lo	cuneiform	mn	23	h	枝杈	s	2	w	宽展	mnhw	cuneiform视觉聚类C23;状态组S2	true	0.021000	2.0233	0.2513	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋐	U+122D0	CUNEIFORM SIGN SHIM TIMES MUG	Lo	cuneiform	mn	23	h	枝杈	s	0	h	横向	mnhh	cuneiform视觉聚类C23;状态组S0	true	0.090239	1.9773	0.2404	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋑	U+122D1	CUNEIFORM SIGN SHIM TIMES SAL	Lo	cuneiform	mn	23	h	枝杈	s	0	h	横向	mnhh	cuneiform视觉聚类C23;状态组S0	true	0.091164	1.9773	0.2382	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋒	U+122D2	CUNEIFORM SIGN SHINIG	Lo	cuneiform	mn	10	t	三角尖形	s	2	x	穿过交叠	mntx	cuneiform视觉聚类C10;状态组S2	true	0.392264	1.8400	0.1869	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋓	U+122D3	CUNEIFORM SIGN SHIR	Lo	cuneiform	mn	2	y	分叉翼形	s	0	s	对称	mnys	cuneiform视觉聚类C2;状态组S0	false	0.280421	1.5844	0.1197	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋔	U+122D4	CUNEIFORM SIGN SHIR TENU	Lo	cuneiform	mn	12	k	绳结	s	2	x	穿过交叠	mnkx	cuneiform视觉聚类C12;状态组S2	true	1.010026	1.1566	0.1926	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋕	U+122D5	CUNEIFORM SIGN SHIR OVER SHIR BUR OVER BUR	Lo	cuneiform	mn	18	p	螺旋回环	s	1	s	对称	mnps	cuneiform视觉聚类C18;状态组S1	false	0.455766	1.2900	0.1980	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋖	U+122D6	CUNEIFORM SIGN SHITA	Lo	cuneiform	mn	7	r	放射星芒	s	0	s	对称	mnrs	cuneiform视觉聚类C7;状态组S0	false	1.177983	1.1205	0.2033	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋗	U+122D7	CUNEIFORM SIGN SHU	Lo	cuneiform	mn	7	r	放射星芒	s	1	x	穿过交叠	mnrx	cuneiform视觉聚类C7;状态组S1	true	1.605667	1.1690	0.2581	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋘	U+122D8	CUNEIFORM SIGN SHU OVER INVERTED SHU	Lo	cuneiform	mn	19	a	角折	s	0	x	穿过交叠	mnax	cuneiform视觉聚类C19;状态组S0	true	0.876893	0.7157	0.2243	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋙	U+122D9	CUNEIFORM SIGN SHU2	Lo	cuneiform	mn	10	t	三角尖形	s	2	x	穿过交叠	mntx	cuneiform视觉聚类C10;状态组S2	true	0.764797	0.5915	0.1828	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋚	U+122DA	CUNEIFORM SIGN SHUBUR	Lo	cuneiform	mn	6	z	阶梯锯齿	s	1	o	外包	mnzo	cuneiform视觉聚类C6;状态组S1	true	0.381671	1.4742	0.1773	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋛	U+122DB	CUNEIFORM SIGN SI	Lo	cuneiform	mn	13	v	开口V形	s	0	s	对称	mnvs	cuneiform视觉聚类C13;状态组S0	false	1.672042	1.2162	0.2026	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋜	U+122DC	CUNEIFORM SIGN SI GUNU	Lo	cuneiform	mn	13	v	开口V形	s	0	s	对称	mnvs	cuneiform视觉聚类C13;状态组S0	false	1.743904	1.2162	0.2562	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋝	U+122DD	CUNEIFORM SIGN SIG	Lo	cuneiform	mn	19	a	角折	s	0	x	穿过交叠	mnax	cuneiform视觉聚类C19;状态组S0	true	0.544002	1.0000	0.1381	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋞	U+122DE	CUNEIFORM SIGN SIG4	Lo	cuneiform	mn	2	y	分叉翼形	s	2	h	横向	mnyh	cuneiform视觉聚类C2;状态组S2	true	0.137965	1.9451	0.1127	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒋟	U+122DF	CUNEIFORM SIGN SIG4 OVER SIG4 SHU2	Lo	cuneiform	mn	13	v	开口V形	s	0	s	对称	mnvs	cuneiform视觉聚类C13;状态组S0	false	0.510717	1.3300	0.1352	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
